Query: to
----------------------------------------
Results (Okapi BM25):
  Document: speech_30.txt, Score: 0.0192
  Document: speech_34.txt, Score: -20.0361
  Document: speech_22.txt, Score: -20.0495
  Document: speech_32.txt, Score: -20.0595
  Document: speech_36.txt, Score: -20.1010
  Document: speech_27.txt, Score: -20.1708
  Document: speech_52.txt, Score: -20.1910
  Document: speech_15.txt, Score: -20.2171
  Document: speech_30.txt, Score: -20.2239
  Document: speech_45.txt, Score: -20.2537
  Document: speech_3.txt, Score: -20.2891
  Document: speech_54.txt, Score: -20.3040
  Document: speech_7.txt, Score: -20.3157
  Document: speech_9.txt, Score: -20.3380
  Document: speech_13.txt, Score: -20.3408
  Document: speech_2.txt, Score: -20.3817
  Document: speech_16.txt, Score: -20.4087
  Document: speech_48.txt, Score: -20.4595
  Document: speech_5.txt, Score: -20.4615
  Document: speech_10.txt, Score: -20.4796
  Document: speech_11.txt, Score: -20.5068
  Document: speech_37.txt, Score: -20.5200
  Document: speech_53.txt, Score: -20.5461
  Document: speech_38.txt, Score: -20.5677
  Document: speech_28.txt, Score: -20.6118
  Document: speech_26.txt, Score: -20.6127
  Document: speech_49.txt, Score: -20.6351
  Document: speech_40.txt, Score: -20.6404
  Document: speech_39.txt, Score: -20.6630
  Document: speech_31.txt, Score: -20.7282
  Document: speech_12.txt, Score: -20.7290
  Document: speech_20.txt, Score: -20.7425
  Document: speech_42.txt, Score: -20.7435
  Document: speech_14.txt, Score: -20.7647
  Document: speech_24.txt, Score: -20.8495
  Document: speech_4.txt, Score: -20.8683
  Document: speech_51.txt, Score: -20.8755
  Document: speech_25.txt, Score: -20.9024
  Document: speech_18.txt, Score: -20.9081
  Document: speech_17.txt, Score: -21.0007
  Document: speech_47.txt, Score: -21.0371
  Document: speech_23.txt, Score: -21.0634
  Document: speech_41.txt, Score: -21.0666
  Document: speech_29.txt, Score: -21.3694
  Document: speech_50.txt, Score: -21.4343
  Document: speech_46.txt, Score: -21.5408

========================================

Query: mike
----------------------------------------
Results (Okapi BM25):
  Document: speech_6.txt, Score: 4.0110
  Document: speech_8.txt, Score: 3.9969
  Document: speech_55.txt, Score: 3.8019
  Document: speech_40.txt, Score: 3.1717
  Document: speech_45.txt, Score: 2.9521
  Document: speech_7.txt, Score: 2.1836
  Document: speech_39.txt, Score: 1.9717
  Document: speech_0.txt, Score: 0.0000
  Document: speech_1.txt, Score: 0.0000
  Document: speech_10.txt, Score: 0.0000
  Document: speech_11.txt, Score: 0.0000
  Document: speech_12.txt, Score: 0.0000
  Document: speech_13.txt, Score: 0.0000
  Document: speech_14.txt, Score: 0.0000
  Document: speech_15.txt, Score: 0.0000
  Document: speech_16.txt, Score: 0.0000
  Document: speech_17.txt, Score: 0.0000
  Document: speech_18.txt, Score: 0.0000
  Document: speech_19.txt, Score: 0.0000
  Document: speech_2.txt, Score: 0.0000
  Document: speech_20.txt, Score: 0.0000
  Document: speech_21.txt, Score: 0.0000
  Document: speech_22.txt, Score: 0.0000
  Document: speech_23.txt, Score: 0.0000
  Document: speech_24.txt, Score: 0.0000
  Document: speech_25.txt, Score: 0.0000
  Document: speech_26.txt, Score: 0.0000
  Document: speech_27.txt, Score: 0.0000
  Document: speech_28.txt, Score: 0.0000
  Document: speech_29.txt, Score: 0.0000
  Document: speech_3.txt, Score: 0.0000
  Document: speech_30.txt, Score: 0.0000
  Document: speech_31.txt, Score: 0.0000
  Document: speech_32.txt, Score: 0.0000
  Document: speech_33.txt, Score: 0.0000
  Document: speech_34.txt, Score: 0.0000
  Document: speech_35.txt, Score: 0.0000
  Document: speech_36.txt, Score: 0.0000
  Document: speech_37.txt, Score: 0.0000
  Document: speech_38.txt, Score: 0.0000
  Document: speech_4.txt, Score: 0.0000
  Document: speech_41.txt, Score: 0.0000
  Document: speech_42.txt, Score: 0.0000
  Document: speech_43.txt, Score: 0.0000
  Document: speech_44.txt, Score: 0.0000
  Document: speech_46.txt, Score: 0.0000
  Document: speech_47.txt, Score: 0.0000
  Document: speech_48.txt, Score: 0.0000
  Document: speech_49.txt, Score: 0.0000
  Document: speech_5.txt, Score: 0.0000
  Document: speech_50.txt, Score: 0.0000
  Document: speech_51.txt, Score: 0.0000
  Document: speech_52.txt, Score: 0.0000
  Document: speech_53.txt, Score: 0.0000
  Document: speech_54.txt, Score: 0.0000
  Document: speech_9.txt, Score: 0.0000

Results (LM with Jelinek-Mercer):
  Document: speech_6.txt, Score: -5.9229
  Document: speech_8.txt, Score: -6.0538
  Document: speech_55.txt, Score: -6.1057
  Document: speech_40.txt, Score: -7.0062
  Document: speech_45.txt, Score: -7.1452
  Document: speech_7.txt, Score: -7.8361
  Document: speech_39.txt, Score: -7.8862
  Document: speech_0.txt, Score: -8.9641
  Document: speech_1.txt, Score: -8.9641
  Document: speech_10.txt, Score: -8.9641
  Document: speech_11.txt, Score: -8.9641
  Document: speech_12.txt, Score: -8.9641
  Document: speech_13.txt, Score: -8.9641
  Document: speech_14.txt, Score: -8.9641
  Document: speech_15.txt, Score: -8.9641
  Document: speech_16.txt, Score: -8.9641
  Document: speech_17.txt, Score: -8.9641
  Document: speech_18.txt, Score: -8.9641
  Document: speech_19.txt, Score: -8.9641
  Document: speech_2.txt, Score: -8.9641
  Document: speech_20.txt, Score: -8.9641
  Document: speech_21.txt, Score: -8.9641
  Document: speech_22.txt, Score: -8.9641
  Document: speech_23.txt, Score: -8.9641
  Document: speech_24.txt, Score: -8.9641
  Document: speech_25.txt, Score: -8.9641
  Document: speech_26.txt, Score: -8.9641
  Document: speech_27.txt, Score: -8.9641
  Document: speech_28.txt, Score: -8.9641
  Document: speech_29.txt, Score: -8.9641
  Document: speech_3.txt, Score: -8.9641
  Document: speech_30.txt, Score: -8.9641
  Document: speech_31.txt, Score: -8.9641
  Document: speech_32.txt, Score: -8.9641
  Document: speech_33.txt, Score: -8.9641
  Document: speech_34.txt, Score: -8.9641
  Document: speech_35.txt, Score: -8.9641
  Document: speech_36.txt, Score: -8.9641
  Document: speech_37.txt, Score: -8.9641
  Document: speech_38.txt, Score: -8.9641
  Document: speech_4.txt, Score: -8.9641
  Document: speech_41.txt, Score: -8.9641
  Document: speech_42.txt, Score: -8.9641
  Document: speech_43.txt, Score: -8.9641
  Document: speech_44.txt, Score: -8.9641
  Document: speech_46.txt, Score: -8.9641
  Document: speech_47.txt, Score: -8.9641
  Document: speech_48.txt, Score: -8.9641
  Document: speech_49.txt, Score: -8.9641
  Document: speech_5.txt, Score: -8.9641
  Document: speech_50.txt, Score: -8.9641
  Document: speech_51.txt, Score: -8.9641
  Document: speech_52.txt, Score: -8.9641
  Document: speech_53.txt, Score: -8.9641
  Document: speech_54.txt, Score: -8.9641
  Document: speech_9.txt, Score: -8.9641

========================================

Query: who have
----------------------------------------
Results (Okapi BM25):
  Document: speech_3.txt, Score: 0.0368
  Document: speech_7.txt, Score: 0.0368
  Document: speech_22.txt, Score: 0.0367
  Document: speech_20.txt, Score: 0.0367
  Document: speech_16.txt, Score: 0.0366
  Document: speech_9.txt, Score: 0.0364
  Document: speech_28.txt, Score: 0.0364
  Document: speech_34.txt, Score: 0.0364
  Document: speech_21.txt, Score: 0.0363
  Document: speech_11.txt, Score: 0.0363
  Document: speech_27.txt, Score: 0.0363
  Document: speech_36.txt, Score: 0.0362
  Document: speech_44.txt, Score: 0.0362
  Document: speech_55.txt, Score: 0.0362
  Document: speech_39.txt, Score: 0.0362
  Document: speech_30.txt, Score: 0.0361
  Document: speech_37.txt, Score: 0.0360
  Document: speech_33.txt, Score: 0.0360
  Document: speech_10.txt, Score: 0.0359
  Document: speech_43.txt, Score: 0.0359
  Document: speech_8.txt, Score: 0.0359
  Document: speech_29.txt, Score: 0.0359
  Document: speech_35.txt, Score: 0.0359
  Document: speech_4.txt, Score: 0.0358
  Document: speech_12.txt, Score: 0.0358
  Document: speech_15.txt, Score: 0.0357
  Document: speech_40.txt, Score: 0.0356
  Document: speech_5.txt, Score: 0.0356
  Document: speech_50.txt, Score: 0.0355
  Document: speech_6.txt, Score: 0.0353
  Document: speech_49.txt, Score: 0.0353
  Document: speech_46.txt, Score: 0.0352
  Document: speech_54.txt, Score: 0.0352
  Document: speech_23.txt, Score: 0.0351
  Document: speech_41.txt, Score: 0.0350
  Document: speech_42.txt, Score: 0.0349
  Document: speech_51.txt, Score: 0.0348
  Document: speech_26.txt, Score: 0.0348
  Document: speech_25.txt, Score: 0.0347
  Document: speech_52.txt, Score: 0.0347
  Document: speech_47.txt, Score: 0.0347
  Document: speech_48.txt, Score: 0.0346
  Document: speech_13.txt, Score: 0.0346
  Document: speech_17.txt, Score: 0.0345
  Document: speech_32.txt, Score: 0.0345
  Document: speech_14.txt, Score: 0.0341
  Document: speech_0.txt, Score: 0.0338
  Document: speech_19.txt, Score: 0.0337
  Document: speech_31.txt, Score: 0.0334
  Document: speech_1.txt, Score: 0.0331
  Document: speech_18.txt, Score: 0.0331
  Document: speech_2.txt, Score: 0.0331
  Document: speech_53.txt, Score: 0.0329
  Document: speech_45.txt, Score: 0.0328
  Document: speech_24.txt, Score: 0.0323
  Document: speech_38.txt, Score: 0.0278

Results (LM with Jelinek-Mercer):
  Document: speech_22.txt, Score: -9.5275
  Document: speech_28.txt, Score: -9.6641
  Document: speech_3.txt, Score: -9.6997
  Document: speech_16.txt, Score: -9.7566
  Document: speech_7.txt, Score: -9.8089
  Document: speech_20.txt, Score: -9.8299
  Document: speech_27.txt, Score: -9.8716
  Document: speech_55.txt, Score: -9.8941
  Document: speech_21.txt, Score: -9.9096
  Document: speech_34.txt, Score: -9.9466
  Document: speech_35.txt, Score: -10.0386
  Document: speech_33.txt, Score: -10.0412
  Document: speech_9.txt, Score: -10.0660
  Document: speech_43.txt, Score: -10.1057
  Document: speech_36.txt, Score: -10.1136
  Document: speech_29.txt, Score: -10.1138
  Document: speech_44.txt, Score: -10.1369
  Document: speech_11.txt, Score: -10.1458
  Document: speech_39.txt, Score: -10.1750
  Document: speech_15.txt, Score: -10.1895
  Document: speech_30.txt, Score: -10.2011
  Document: speech_8.txt, Score: -10.2253
  Document: speech_37.txt, Score: -10.2596
  Document: speech_10.txt, Score: -10.2888
  Document: speech_50.txt, Score: -10.3313
  Document: speech_12.txt, Score: -10.3320
  Document: speech_42.txt, Score: -10.3759
  Document: speech_23.txt, Score: -10.3878
  Document: speech_13.txt, Score: -10.3881
  Document: speech_5.txt, Score: -10.3935
  Document: speech_49.txt, Score: -10.3990
  Document: speech_4.txt, Score: -10.4226
  Document: speech_46.txt, Score: -10.4359
  Document: speech_40.txt, Score: -10.4392
  Document: speech_54.txt, Score: -10.4798
  Document: speech_32.txt, Score: -10.5229
  Document: speech_0.txt, Score: -10.5264
  Document: speech_52.txt, Score: -10.5791
  Document: speech_6.txt, Score: -10.6141
  Document: speech_53.txt, Score: -10.6199
  Document: speech_25.txt, Score: -10.6266
  Document: speech_41.txt, Score: -10.6280
  Document: speech_51.txt, Score: -10.6437
  Document: speech_17.txt, Score: -10.7001
  Document: speech_47.txt, Score: -10.7181
  Document: speech_26.txt, Score: -10.7229
  Document: speech_48.txt, Score: -10.7383
  Document: speech_14.txt, Score: -10.7777
  Document: speech_45.txt, Score: -10.8813
  Document: speech_18.txt, Score: -10.9025
  Document: speech_19.txt, Score: -10.9114
  Document: speech_2.txt, Score: -11.0244
  Document: speech_1.txt, Score: -11.0297
  Document: speech_31.txt, Score: -11.1115
  Document: speech_24.txt, Score: -11.1949
  Document: speech_38.txt, Score: -11.4582

========================================

Query: 40 percent an
----------------------------------------
Results (Okapi BM25):
  Document: speech_31.txt, Score: 2.8012
  Document: speech_26.txt, Score: 2.4795
  Document: speech_43.txt, Score: 2.4149
  Document: speech_14.txt, Score: 2.4067
  Document: speech_8.txt, Score: 2.2472
  Document: speech_18.txt, Score: 2.1898
  Document: speech_35.txt, Score: 2.1087
  Document: speech_6.txt, Score: 1.9849
  Document: speech_40.txt, Score: 1.9660
  Document: speech_0.txt, Score: 1.8663
  Document: speech_36.txt, Score: 1.7998
  Document: speech_39.txt, Score: 1.7418
  Document: speech_38.txt, Score: 1.7045
  Document: speech_9.txt, Score: 1.3283
  Document: speech_5.txt, Score: 1.3041
  Document: speech_4.txt, Score: 1.1465
  Document: speech_12.txt, Score: 1.0860
  Document: speech_47.txt, Score: 0.9675
  Document: speech_54.txt, Score: 0.9637
  Document: speech_52.txt, Score: 0.9357
  Document: speech_45.txt, Score: 0.9298
  Document: speech_19.txt, Score: 0.8891
  Document: speech_10.txt, Score: 0.8745
  Document: speech_1.txt, Score: 0.8514
  Document: speech_46.txt, Score: 0.8103
  Document: speech_49.txt, Score: 0.8075
  Document: speech_50.txt, Score: 0.8041
  Document: speech_48.txt, Score: 0.7795
  Document: speech_7.txt, Score: 0.7735
  Document: speech_22.txt, Score: 0.6413
  Document: speech_51.txt, Score: 0.6184
  Document: speech_25.txt, Score: 0.6085
  Document: speech_24.txt, Score: 0.5992
  Document: speech_41.txt, Score: 0.5798
  Document: speech_16.txt, Score: 0.5695
  Document: speech_17.txt, Score: 0.5678
  Document: speech_44.txt, Score: 0.5485
  Document: speech_37.txt, Score: 0.5189
  Document: speech_13.txt, Score: 0.0531
  Document: speech_28.txt, Score: 0.0529
  Document: speech_3.txt, Score: 0.0527
  Document: speech_2.txt, Score: 0.0515
  Document: speech_55.txt, Score: 0.0513
  Document: speech_15.txt, Score: 0.0512
  Document: speech_23.txt, Score: 0.0488
  Document: speech_20.txt, Score: 0.0488
  Document: speech_33.txt, Score: 0.0468
  Document: speech_11.txt, Score: 0.0457
  Document: speech_53.txt, Score: 0.0454
  Document: speech_42.txt, Score: 0.0435
  Document: speech_34.txt, Score: 0.0385
  Document: speech_30.txt, Score: 0.0365
  Document: speech_27.txt, Score: 0.0316
  Document: speech_29.txt, Score: 0.0303
  Document: speech_21.txt, Score: 0.0302
  Document: speech_32.txt, Score: 0.0000

Results (LM with Jelinek-Mercer):
  Document: speech_31.txt, Score: -19.3747
  Document: speech_43.txt, Score: -19.9836
  Document: speech_14.txt, Score: -20.4781
  Document: speech_6.txt, Score: -20.7077
  Document: speech_18.txt, Score: -20.7448
  Document: speech_26.txt, Score: -20.7600
  Document: speech_40.txt, Score: -21.0683
  Document: speech_12.txt, Score: -21.1470
  Document: speech_8.txt, Score: -21.6215
  Document: speech_35.txt, Score: -21.6792
  Document: speech_38.txt, Score: -21.7060
  Document: speech_39.txt, Score: -21.8793
  Document: speech_9.txt, Score: -21.9720
  Document: speech_0.txt, Score: -22.1192
  Document: speech_36.txt, Score: -22.1429
  Document: speech_47.txt, Score: -22.1760
  Document: speech_5.txt, Score: -22.2116
  Document: speech_54.txt, Score: -22.2286
  Document: speech_45.txt, Score: -22.2565
  Document: speech_1.txt, Score: -22.7083
  Document: speech_4.txt, Score: -22.7763
  Document: speech_46.txt, Score: -22.8207
  Document: speech_22.txt, Score: -22.9320
  Document: speech_48.txt, Score: -22.9393
  Document: speech_52.txt, Score: -22.9884
  Document: speech_49.txt, Score: -23.0197
  Document: speech_10.txt, Score: -23.0524
  Document: speech_37.txt, Score: -23.1005
  Document: speech_44.txt, Score: -23.1826
  Document: speech_19.txt, Score: -23.1997
  Document: speech_51.txt, Score: -23.2322
  Document: speech_50.txt, Score: -23.2566
  Document: speech_7.txt, Score: -23.3080
  Document: speech_17.txt, Score: -23.3275
  Document: speech_13.txt, Score: -23.5708
  Document: speech_28.txt, Score: -23.6262
  Document: speech_3.txt, Score: -23.8564
  Document: speech_55.txt, Score: -23.9140
  Document: speech_15.txt, Score: -23.9278
  Document: speech_41.txt, Score: -23.9893
  Document: speech_2.txt, Score: -24.0416
  Document: speech_25.txt, Score: -24.1001
  Document: speech_23.txt, Score: -24.1468
  Document: speech_24.txt, Score: -24.1468
  Document: speech_53.txt, Score: -24.2254
  Document: speech_20.txt, Score: -24.2796
  Document: speech_16.txt, Score: -24.2847
  Document: speech_33.txt, Score: -24.3829
  Document: speech_42.txt, Score: -24.4545
  Document: speech_11.txt, Score: -24.5335
  Document: speech_34.txt, Score: -24.8266
  Document: speech_30.txt, Score: -24.9221
  Document: speech_27.txt, Score: -25.0081
  Document: speech_29.txt, Score: -25.0609
  Document: speech_21.txt, Score: -25.0640
  Document: speech_32.txt, Score: -25.5327

========================================

Query: hillary
----------------------------------------
Results (Okapi BM25):
  Document: speech_4.txt, Score: 0.1756
  Document: speech_36.txt, Score: 0.1750
  Document: speech_20.txt, Score: 0.1731
  Document: speech_54.txt, Score: 0.1728
  Document: speech_33.txt, Score: 0.1726
  Document: speech_29.txt, Score: 0.1724
  Document: speech_34.txt, Score: 0.1723
  Document: speech_35.txt, Score: 0.1723
  Document: speech_22.txt, Score: 0.1721
  Document: speech_53.txt, Score: 0.1718
  Document: speech_16.txt, Score: 0.1710
  Document: speech_21.txt, Score: 0.1709
  Document: speech_47.txt, Score: 0.1708
  Document: speech_46.txt, Score: 0.1707
  Document: speech_12.txt, Score: 0.1704
  Document: speech_42.txt, Score: 0.1702
  Document: speech_11.txt, Score: 0.1695
  Document: speech_14.txt, Score: 0.1693
  Document: speech_41.txt, Score: 0.1692
  Document: speech_45.txt, Score: 0.1686
  Document: speech_51.txt, Score: 0.1678
  Document: speech_3.txt, Score: 0.1675
  Document: speech_37.txt, Score: 0.1674
  Document: speech_40.txt, Score: 0.1673
  Document: speech_10.txt, Score: 0.1663
  Document: speech_48.txt, Score: 0.1655
  Document: speech_39.txt, Score: 0.1649
  Document: speech_49.txt, Score: 0.1645
  Document: speech_25.txt, Score: 0.1643
  Document: speech_17.txt, Score: 0.1640
  Document: speech_5.txt, Score: 0.1634
  Document: speech_18.txt, Score: 0.1624
  Document: speech_8.txt, Score: 0.1616
  Document: speech_28.txt, Score: 0.1604
  Document: speech_30.txt, Score: 0.1571
  Document: speech_24.txt, Score: 0.1564
  Document: speech_19.txt, Score: 0.1555
  Document: speech_52.txt, Score: 0.1554
  Document: speech_32.txt, Score: 0.1536
  Document: speech_7.txt, Score: 0.1521
  Document: speech_6.txt, Score: 0.1508
  Document: speech_9.txt, Score: 0.1507
  Document: speech_43.txt, Score: 0.1486
  Document: speech_50.txt, Score: 0.1479
  Document: speech_26.txt, Score: 0.1470
  Document: speech_31.txt, Score: 0.1435
  Document: speech_44.txt, Score: 0.1385
  Document: speech_27.txt, Score: 0.1267
  Document: speech_38.txt, Score: 0.1101
  Document: speech_2.txt, Score: 0.1027
  Document: speech_55.txt, Score: 0.0969
  Document: speech_1.txt, Score: 0.0849
  Document: speech_0.txt, Score: 0.0000
  Document: speech_13.txt, Score: 0.0000
  Document: speech_15.txt, Score: 0.0000
  Document: speech_23.txt, Score: 0.0000

Results (LM with Jelinek-Mercer):
  Document: speech_4.txt, Score: -4.4844
  Document: speech_36.txt, Score: -4.5194
  Document: speech_53.txt, Score: -4.5429
  Document: speech_54.txt, Score: -4.7628
  Document: speech_29.txt, Score: -4.7632
  Document: speech_22.txt, Score: -4.7683
  Document: speech_33.txt, Score: -4.7725
  Document: speech_20.txt, Score: -4.7778
  Document: speech_35.txt, Score: -4.7879
  Document: speech_34.txt, Score: -4.8141
  Document: speech_42.txt, Score: -4.8223
  Document: speech_46.txt, Score: -4.9073
  Document: speech_21.txt, Score: -4.9113
  Document: speech_16.txt, Score: -4.9355
  Document: speech_47.txt, Score: -4.9471
  Document: speech_14.txt, Score: -4.9762
  Document: speech_12.txt, Score: -5.0116
  Document: speech_41.txt, Score: -5.0779
  Document: speech_45.txt, Score: -5.1120
  Document: speech_11.txt, Score: -5.1342
  Document: speech_51.txt, Score: -5.1384
  Document: speech_40.txt, Score: -5.2418
  Document: speech_3.txt, Score: -5.2521
  Document: speech_37.txt, Score: -5.2626
  Document: speech_48.txt, Score: -5.2921
  Document: speech_49.txt, Score: -5.2997
  Document: speech_25.txt, Score: -5.3159
  Document: speech_10.txt, Score: -5.3170
  Document: speech_39.txt, Score: -5.3768
  Document: speech_17.txt, Score: -5.3938
  Document: speech_28.txt, Score: -5.4125
  Document: speech_5.txt, Score: -5.4273
  Document: speech_18.txt, Score: -5.4858
  Document: speech_24.txt, Score: -5.6177
  Document: speech_8.txt, Score: -5.6395
  Document: speech_30.txt, Score: -5.6558
  Document: speech_52.txt, Score: -5.6923
  Document: speech_32.txt, Score: -5.7248
  Document: speech_43.txt, Score: -5.7836
  Document: speech_19.txt, Score: -5.7876
  Document: speech_50.txt, Score: -5.8061
  Document: speech_7.txt, Score: -5.8538
  Document: speech_6.txt, Score: -5.8664
  Document: speech_9.txt, Score: -5.8789
  Document: speech_26.txt, Score: -5.9061
  Document: speech_31.txt, Score: -5.9213
  Document: speech_44.txt, Score: -6.0196
  Document: speech_27.txt, Score: -6.0928
  Document: speech_38.txt, Score: -6.1679
  Document: speech_55.txt, Score: -6.3092
  Document: speech_2.txt, Score: -6.3260
  Document: speech_1.txt, Score: -6.3853
  Document: speech_0.txt, Score: -6.5720
  Document: speech_13.txt, Score: -6.5720
  Document: speech_15.txt, Score: -6.5720
  Document: speech_23.txt, Score: -6.5720

========================================

Query: make it
----------------------------------------
Results (Okapi BM25):
  Document: speech_48.txt, Score: 0.1460
  Document: speech_32.txt, Score: 0.1447
  Document: speech_10.txt, Score: 0.1442
  Document: speech_45.txt, Score: 0.1441
  Document: speech_21.txt, Score: 0.1433
  Document: speech_39.txt, Score: 0.1433
  Document: speech_46.txt, Score: 0.1431
  Document: speech_13.txt, Score: 0.1430
  Document: speech_49.txt, Score: 0.1425
  Document: speech_42.txt, Score: 0.1423
  Document: speech_24.txt, Score: 0.1421
  Document: speech_11.txt, Score: 0.1420
  Document: speech_0.txt, Score: 0.1419
  Document: speech_41.txt, Score: 0.1416
  Document: speech_43.txt, Score: 0.1413
  Document: speech_50.txt, Score: 0.1411
  Document: speech_31.txt, Score: 0.1409
  Document: speech_30.txt, Score: 0.1408
  Document: speech_40.txt, Score: 0.1402
  Document: speech_35.txt, Score: 0.1402
  Document: speech_37.txt, Score: 0.1395
  Document: speech_47.txt, Score: 0.1392
  Document: speech_23.txt, Score: 0.1389
  Document: speech_22.txt, Score: 0.1386
  Document: speech_29.txt, Score: 0.1386
  Document: speech_51.txt, Score: 0.1381
  Document: speech_36.txt, Score: 0.1377
  Document: speech_7.txt, Score: 0.1374
  Document: speech_2.txt, Score: 0.1373
  Document: speech_5.txt, Score: 0.1373
  Document: speech_14.txt, Score: 0.1371
  Document: speech_16.txt, Score: 0.1370
  Document: speech_33.txt, Score: 0.1367
  Document: speech_27.txt, Score: 0.1366
  Document: speech_38.txt, Score: 0.1361
  Document: speech_12.txt, Score: 0.1358
  Document: speech_25.txt, Score: 0.1355
  Document: speech_3.txt, Score: 0.1352
  Document: speech_17.txt, Score: 0.1344
  Document: speech_54.txt, Score: 0.1337
  Document: speech_4.txt, Score: 0.1334
  Document: speech_20.txt, Score: 0.1333
  Document: speech_15.txt, Score: 0.1330
  Document: speech_34.txt, Score: 0.1330
  Document: speech_26.txt, Score: 0.1318
  Document: speech_52.txt, Score: 0.1316
  Document: speech_19.txt, Score: 0.1310
  Document: speech_9.txt, Score: 0.1181
  Document: speech_18.txt, Score: 0.1165
  Document: speech_8.txt, Score: 0.1124
  Document: speech_1.txt, Score: 0.1080
  Document: speech_6.txt, Score: 0.1062
  Document: speech_44.txt, Score: 0.1051
  Document: speech_55.txt, Score: 0.0186
  Document: speech_53.txt, Score: 0.0181
  Document: speech_28.txt, Score: 0.0179

Results (LM with Jelinek-Mercer):
  Document: speech_0.txt, Score: -9.8598
  Document: speech_10.txt, Score: -10.1673
  Document: speech_15.txt, Score: -10.3368
  Document: speech_19.txt, Score: -10.3856
  Document: speech_48.txt, Score: -10.4202
  Document: speech_42.txt, Score: -10.4431
  Document: speech_11.txt, Score: -10.4784
  Document: speech_39.txt, Score: -10.4876
  Document: speech_46.txt, Score: -10.4916
  Document: speech_41.txt, Score: -10.5066
  Document: speech_32.txt, Score: -10.5233
  Document: speech_37.txt, Score: -10.5468
  Document: speech_13.txt, Score: -10.5496
  Document: speech_8.txt, Score: -10.5589
  Document: speech_36.txt, Score: -10.6074
  Document: speech_1.txt, Score: -10.6253
  Document: speech_21.txt, Score: -10.6740
  Document: speech_7.txt, Score: -10.6774
  Document: speech_49.txt, Score: -10.6807
  Document: speech_16.txt, Score: -10.6839
  Document: speech_29.txt, Score: -10.6908
  Document: speech_24.txt, Score: -10.7053
  Document: speech_50.txt, Score: -10.7093
  Document: speech_43.txt, Score: -10.7232
  Document: speech_45.txt, Score: -10.7276
  Document: speech_30.txt, Score: -10.7363
  Document: speech_12.txt, Score: -10.7406
  Document: speech_6.txt, Score: -10.7416
  Document: speech_3.txt, Score: -10.7500
  Document: speech_35.txt, Score: -10.7756
  Document: speech_31.txt, Score: -10.7843
  Document: speech_26.txt, Score: -10.8089
  Document: speech_54.txt, Score: -10.8362
  Document: speech_51.txt, Score: -10.8654
  Document: speech_14.txt, Score: -10.8690
  Document: speech_5.txt, Score: -10.8706
  Document: speech_27.txt, Score: -10.8798
  Document: speech_47.txt, Score: -10.8816
  Document: speech_2.txt, Score: -10.8999
  Document: speech_40.txt, Score: -10.9142
  Document: speech_38.txt, Score: -10.9193
  Document: speech_4.txt, Score: -10.9221
  Document: speech_22.txt, Score: -10.9230
  Document: speech_25.txt, Score: -10.9382
  Document: speech_52.txt, Score: -10.9447
  Document: speech_23.txt, Score: -10.9588
  Document: speech_33.txt, Score: -10.9927
  Document: speech_34.txt, Score: -11.0759
  Document: speech_44.txt, Score: -11.0908
  Document: speech_9.txt, Score: -11.1363
  Document: speech_17.txt, Score: -11.1849
  Document: speech_20.txt, Score: -11.1998
  Document: speech_18.txt, Score: -11.3131
  Document: speech_55.txt, Score: -11.6287
  Document: speech_53.txt, Score: -11.7888
  Document: speech_28.txt, Score: -12.0366

========================================

Query: jobs more than
----------------------------------------
Results (Okapi BM25):
  Document: speech_26.txt, Score: 0.5439
  Document: speech_31.txt, Score: 0.5411
  Document: speech_14.txt, Score: 0.5334
  Document: speech_25.txt, Score: 0.5319
  Document: speech_29.txt, Score: 0.5314
  Document: speech_39.txt, Score: 0.5279
  Document: speech_40.txt, Score: 0.5227
  Document: speech_47.txt, Score: 0.5212
  Document: speech_43.txt, Score: 0.5208
  Document: speech_36.txt, Score: 0.5180
  Document: speech_41.txt, Score: 0.5179
  Document: speech_19.txt, Score: 0.5171
  Document: speech_37.txt, Score: 0.5151
  Document: speech_10.txt, Score: 0.5131
  Document: speech_21.txt, Score: 0.5112
  Document: speech_4.txt, Score: 0.5089
  Document: speech_34.txt, Score: 0.5088
  Document: speech_6.txt, Score: 0.5079
  Document: speech_15.txt, Score: 0.5057
  Document: speech_49.txt, Score: 0.5055
  Document: speech_24.txt, Score: 0.5049
  Document: speech_27.txt, Score: 0.5048
  Document: speech_30.txt, Score: 0.4967
  Document: speech_32.txt, Score: 0.4958
  Document: speech_7.txt, Score: 0.4937
  Document: speech_48.txt, Score: 0.4907
  Document: speech_52.txt, Score: 0.4876
  Document: speech_12.txt, Score: 0.4870
  Document: speech_2.txt, Score: 0.4832
  Document: speech_0.txt, Score: 0.4832
  Document: speech_20.txt, Score: 0.4809
  Document: speech_35.txt, Score: 0.4806
  Document: speech_50.txt, Score: 0.4759
  Document: speech_33.txt, Score: 0.4746
  Document: speech_44.txt, Score: 0.4718
  Document: speech_18.txt, Score: 0.4688
  Document: speech_16.txt, Score: 0.4539
  Document: speech_45.txt, Score: 0.4470
  Document: speech_46.txt, Score: 0.4361
  Document: speech_51.txt, Score: 0.4343
  Document: speech_54.txt, Score: 0.4287
  Document: speech_17.txt, Score: 0.4270
  Document: speech_8.txt, Score: 0.4252
  Document: speech_5.txt, Score: 0.4244
  Document: speech_28.txt, Score: 0.3848
